Name;Code;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
IPSEN - DIVIDEND YIELD;F:IPN(DY);3.12;3.69;3.9;2.4;1.93;1.43;1.37;0.84;0.82;1.02;1.16
IPSEN;F:IPN(P);24.01;21.685;20.5;33.4;41.37;59.5;62.27;101.7;121.9;97.8;86.25
IPSEN - HISTORICAL VOLATILITY 5 YEARS;400E(F:IPN);0.3249;0.3251;0.3202;0.2999;0.2738;0.2737;0.2523;0.2729;0.2703;0.2659;0.4036
IPSEN - RETURN ON EQUITY - TOTAL (%);F:IPN(WC08301);9.25;0.04;-3.04;16.28;15.1;16.66;17.56;18.92;23.17;-2.83;NA
IPSEN - Environment Pillar Score;F:IPN(ENSCORE);37.84;43.6;56.69;60.58;76.66;79.8;82.06;91.72;90.48;92.99;NA
IPSEN - RESEARCH & DEVELOPMENT/SALES;F:IPN(WC08341);20.1;21.86;19.46;20.21;14.03;12.67;12.5;13.21;12.86;14.44;NA
IPSEN - Governance Pillar Score;F:IPN(CGSCORE);11.9;29.97;31.22;30.07;20.6;26.49;23.54;16.51;23.59;35.7;NA
IPSEN - Social Pillar Score;F:IPN(SOSCORE);37.1;39.38;42.75;42.24;49.95;56.2;53.57;73.88;76.62;75.32;NA
IPSEN - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:IPN(ENERDP0961);NA;NA;NA;NA;NA;NA;38.59;31.33;34.97;29.01;NA
ITALGAS - DIVIDEND YIELD;I:IG(DY);NA;NA;NA;NA;NA;NA;0;3.83;4.38;4.01;4.8
ITALGAS;I:IG(P);NA;NA;NA;NA;NA;NA;3.2;5.22;4.752;5.834;5.33
ITALGAS - HISTORICAL VOLATILITY 5 YEARS;400E(I:IG);NA;NA;NA;NA;NA;NA;NA;0.1561;0.1797;0.1637;0.25
ITALGAS - RETURN ON EQUITY - TOTAL (%);I:IG(WC08301);NA;NA;NA;NA;NA;NA;11.67;26.04;24.95;28.88;NA
ITALGAS - Environment Pillar Score;I:IG(ENSCORE);NA;NA;NA;NA;NA;NA;42.33;29.14;39.52;44;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
ITALGAS - Governance Pillar Score;I:IG(CGSCORE);NA;NA;NA;NA;NA;NA;31.47;29.26;40.06;47.76;NA
ITALGAS - Social Pillar Score;I:IG(SOSCORE);NA;NA;NA;NA;NA;NA;66.81;58.54;62.53;64.05;NA
ITALGAS - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;I:IG(ENERDP0961);NA;NA;NA;NA;NA;NA;167.27;70.59;106.41;139.25;NA
JERONIMO MARTINS - DIVIDEND YIELD;P:JMT(DY);1.29;0.89;1.76;3.63;3.56;1.89;1.78;3.83;5.76;2.19;1.47
JERONIMO MARTINS;P:JMT(P);11.055;12.795;13.6;14.705;8.561;12.935;14.87;15.79;10.65;14.85;14.125
JERONIMO MARTINS - HISTORICAL VOLATILITY 5 YEARS;400E(P:JMT);0.2821;0.2964;0.2969;0.2275;0.2274;0.2615;0.2667;0.2564;0.2703;0.2542;0.2368
JERONIMO MARTINS - RETURN ON EQUITY - TOTAL (%);P:JMT(WC08301);34.63;34.62;30.9;29.47;22.35;24.35;38.52;21.86;22.49;20.78;NA
JERONIMO MARTINS - Environment Pillar Score;P:JMT(ENSCORE);47.23;60.9;78.54;79.93;86.73;87.24;86.33;89.72;83.17;93.41;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
JERONIMO MARTINS - Governance Pillar Score;P:JMT(CGSCORE);30.28;34.87;31.03;37.09;66.09;73.67;57.94;63.33;62.32;48.06;NA
JERONIMO MARTINS - Social Pillar Score;P:JMT(SOSCORE);78.22;73.98;72.78;73.54;76.38;81.05;90.46;90.8;88.92;88.63;NA
JERONIMO MARTINS - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;P:JMT(ENERDP0961);14.63;11.97;14.96;11.97;12.41;11.63;12.68;11.23;10.65;11.81;NA
JUNGHEINRICH PREF. - DIVIDEND YIELD;D:JUN3(DY);0.44;2.61;2.76;1.85;1.87;1.47;1.53;1.18;1.76;2.19;1.3
JUNGHEINRICH PREF.;D:JUN3(P);9.048;7.023;9.192;15.478;15.295;23.631;25.931;37.32;28.48;22.82;36.84
JUNGHEINRICH PREF. - HISTORICAL VOLATILITY 5 YEARS;400E(D:JUN3);0.412;0.438;0.4377;0.3728;0.3211;0.3029;0.2568;0.2303;0.2231;0.2799;0.4039
JUNGHEINRICH PREF. - RETURN ON EQUITY - TOTAL (%);D:JUN3(WC08301);13.97;15.63;14.47;13.49;14.53;14.28;14.42;15.45;13.49;12.43;NA
JUNGHEINRICH PREF. - Environment Pillar Score;D:JUN3(ENSCORE);NA;NA;NA;NA;NA;NA;NA;NA;32.85;39.61;NA
JUNGHEINRICH PREF. - RESEARCH & DEVELOPMENT/SALES;D:JUN3(WC08341);1.96;1.74;1.76;1.43;1.52;1.57;1.52;1.61;1.43;1.39;NA
JUNGHEINRICH PREF. - Governance Pillar Score;D:JUN3(CGSCORE);NA;NA;NA;NA;NA;NA;NA;NA;43.52;39.45;NA
JUNGHEINRICH PREF. - Social Pillar Score;D:JUN3(SOSCORE);NA;NA;NA;NA;NA;NA;NA;NA;45.56;61.9;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
KABEL DEUTSCHLAND HLDG. - DIVIDEND YIELD;D:KD8(DY);0;0;2.8;2.73;0;2.83;2.9;2.86;2.99;2.88;3.08
KABEL DEUTSCHLAND HLDG.;D:KD8(P);31.93;40.56;53.5;91.51;104.73;111.85;109.49;111;106;110;103
KABEL DEUTSCHLAND HLDG. - HISTORICAL VOLATILITY 5 YEARS;400E(D:KD8);0.2406;0.2491;0.2197;0.2198;0.2028;0.1834;0.1597;0.1438;0.0932;0.0824;0.0779
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
KABEL DEUTSCHLAND HLDG. - Environment Pillar Score;D:KD8(ENSCORE);0;0;0;0;0;0;0;0;0;NA;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
KABEL DEUTSCHLAND HLDG. - Governance Pillar Score;D:KD8(CGSCORE);24.88;58.71;40.99;56.83;39.5;33.15;32.94;31.76;33.9;NA;NA
KABEL DEUTSCHLAND HLDG. - Social Pillar Score;D:KD8(SOSCORE);12.32;11.54;15;18.41;16.09;16.74;16.63;13.12;13.5;NA;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
KLEPIERRE REIT - DIVIDEND YIELD;F:LI(DY);4.81;6.45;5.25;4.32;4.53;3.93;4.89;5.2;6.5;6.37;10.46
KLEPIERRE REIT;F:LI(P);25.975;20.93;27.6;34.71;34.245;40.73;34.73;35.03;30.14;32.99;20.55
KLEPIERRE REIT - HISTORICAL VOLATILITY 5 YEARS;400E(F:LI);0.4491;0.4445;0.412;0.3334;0.2338;0.2246;0.2161;0.2023;0.1876;0.1889;0.454
KLEPIERRE REIT - RETURN ON EQUITY - TOTAL (%);F:LI(WC08301);5.34;6.34;7.74;2.49;28.38;-12.2;12.14;11.98;8.08;3.23;NA
KLEPIERRE REIT - Environment Pillar Score;F:LI(ENSCORE);72.14;86.87;78.91;79.76;87.94;88.79;86.84;84.17;88.3;88.48;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
KLEPIERRE REIT - Governance Pillar Score;F:LI(CGSCORE);28.14;22.52;30;23.91;35.47;49.45;64.5;59.66;66.59;72.13;NA
KLEPIERRE REIT - Social Pillar Score;F:LI(SOSCORE);42.75;43.89;51.31;49.41;85.72;91.59;92.81;91.06;91.36;85.81;NA
KLEPIERRE REIT - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:LI(ENERDP0961);8.35;16.77;47.82;NA;NA;56.16;55.03;NA;995.47;913.14;NA
KONECRANES - DIVIDEND YIELD;M:KCR1(DY);3.13;6.43;4.12;4.12;4.61;4.21;3.33;2.75;4;4.1;2.32
KONECRANES;M:KCR1(P);28.71;15.55;24.3;25.49;22.79;24.93;31.52;38.18;30;29.25;27.96
KONECRANES - HISTORICAL VOLATILITY 5 YEARS;400E(M:KCR1);0.4531;0.4592;0.4841;0.3833;0.353;0.3724;0.3652;0.3112;0.3124;0.3274;0.4114
KONECRANES - RETURN ON EQUITY - TOTAL (%);M:KCR1(WC08301);18.62;14.82;19.01;10.97;16.77;6.81;8.34;26.52;8.07;6.47;NA
KONECRANES - Environment Pillar Score;M:KCR1(ENSCORE);38.57;32.69;58.06;62.68;66.6;72.64;74.63;79.58;80.23;80.43;NA
KONECRANES - RESEARCH & DEVELOPMENT/SALES;M:KCR1(WC08341);1.39;1.56;1.19;1.22;1.44;1.35;1.05;1.15;1.33;1.24;NA
KONECRANES - Governance Pillar Score;M:KCR1(CGSCORE);65.6;60.27;84.16;79.2;66.57;60.97;63.03;61.79;79.4;84.47;NA
KONECRANES - Social Pillar Score;M:KCR1(SOSCORE);34.05;34.41;38.33;38.75;49.9;45.81;47.75;48.61;61.29;76.54;NA
KONECRANES - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;M:KCR1(ENERDP0961);15.89;13.86;3.87;3.12;3.95;3.59;3.46;2.66;2.96;2.9;NA
KRONES - DIVIDEND YIELD;D:KRN(DY);0;1.08;1.45;1.19;1.31;1.13;1.66;1.49;2.13;2.66;1.26
KRONES;D:KRN(P);41.225;37.1;41.29;63.15;76.1;110.748;87.43;103.8;79.8;63.95;59.65
KRONES - HISTORICAL VOLATILITY 5 YEARS;400E(D:KRN);0.2906;0.318;0.3212;0.2779;0.2598;0.2702;0.2431;0.2221;0.2225;0.2903;0.3407
KRONES - RETURN ON EQUITY - TOTAL (%);D:KRN(WC08301);6.99;5.66;8.27;13.63;13.99;15;14.6;14.74;10.92;0.68;NA
KRONES - Environment Pillar Score;D:KRN(ENSCORE);NA;NA;NA;NA;NA;NA;NA;34.83;38.38;39.69;NA
KRONES - RESEARCH & DEVELOPMENT/SALES;D:KRN(WC08341);4.09;3.99;4.55;4.7;5.03;5.16;5.04;4.67;4.65;4.91;NA
KRONES - Governance Pillar Score;D:KRN(CGSCORE);NA;NA;NA;NA;NA;NA;NA;28.29;29.17;31.06;NA
KRONES - Social Pillar Score;D:KRN(SOSCORE);NA;NA;NA;NA;NA;NA;NA;72.72;66.25;68.94;NA
KRONES - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:KRN(ENERDP0961);NA;NA;NA;NA;NA;NA;NA;3.3;3.28;2.8;NA
LAGARDERE GROUPE - DIVIDEND YIELD;F:MMB(DY);4.36;7.31;6.15;3.55;4.9;4.72;5.65;4.84;5.14;6.26;0
LAGARDERE GROUPE;F:MMB(P);16.6255;9.9029;11.766;20.4092;21.405;27.55;23.02;26.845;25.3;20.76;20.2
LAGARDERE GROUPE - HISTORICAL VOLATILITY 5 YEARS;400E(F:MMB);0.3688;0.384;0.4007;0.3498;0.2874;0.279;0.2499;0.2249;0.2043;0.1991;0.5154
LAGARDERE GROUPE - RETURN ON EQUITY - TOTAL (%);F:MMB(WC08301);4.16;-20.69;3.04;45.4;1.7;3.72;8.98;9.69;10.69;-0.93;NA
LAGARDERE GROUPE - Environment Pillar Score;F:MMB(ENSCORE);42.73;59.02;59.9;60.63;56.19;51.04;53.59;66.49;68.46;66.77;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
LAGARDERE GROUPE - Governance Pillar Score;F:MMB(CGSCORE);28.34;49.51;70.72;71.29;76.67;80.52;81.55;79.25;83.66;77.87;NA
LAGARDERE GROUPE - Social Pillar Score;F:MMB(SOSCORE);83.02;81.71;85.23;70.24;62.39;57.1;56.79;57.04;81.49;80.66;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
LANXESS - DIVIDEND YIELD;D:LXS(DY);0.99;1.75;1.39;2.03;1.31;1.08;0.88;1.08;1.52;1.42;1.79
LANXESS;D:LXS(P);50.34;39.97;61.203;49.246;38.274;46.142;56.89;65.052;52.54;63.48;52.98
LANXESS - HISTORICAL VOLATILITY 5 YEARS;400E(D:LXS);0.373;0.4015;0.4181;0.3259;0.3321;0.3439;0.3443;0.3023;0.2943;0.3207;0.4024
LANXESS - RETURN ON EQUITY - TOTAL (%);D:LXS(WC08301);23.85;26.6;23.51;-7.55;2.32;7.38;7.9;3.6;17.01;7.52;NA
LANXESS - Environment Pillar Score;D:LXS(ENSCORE);65.6;68.08;67.07;67.41;68.03;67.56;65.61;61.33;61.91;67.44;NA
LANXESS AG - RESEARCH & DEVELOPMENT/SALES;D:LXS(WC08341);1.63;1.64;2.11;2.24;2;1.65;1.7;1.5;1.64;1.68;NA
LANXESS AG - Governance Pillar Score;D:LXS(CGSCORE);81.14;75.52;69.16;69.55;63.58;69.22;55.94;53.55;74.99;76.41;NA
LANXESS AG - Social Pillar Score;D:LXS(SOSCORE);40.39;54.49;64.99;70.88;68.38;70.5;65.93;75.46;88.29;87.72;NA
LANXESS AG - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:LXS(ENERDP0961);NA;31.88;34.04;NA;NA;NA;NA;NA;NA;NA;NA
LEG IMMOBILIEN - DIVIDEND YIELD;D:LEG(DY);NA;NA;NA;0.98;3.13;2.38;3.15;3.13;2.97;3.49;3.09
LEG IMMOBILIEN;D:LEG(P);NA;NA;NA;41.75;55.207;71.046;70.805;88.073;102.2;101.15;116.32
LEG IMMOBILIEN - HISTORICAL VOLATILITY 5 YEARS;400E(D:LEG);NA;NA;NA;0.1857;0.1734;0.1881;0.198;0.1823;0.1871;0.1873;0.2277
LEG IMMOBILIEN - RETURN ON EQUITY - TOTAL (%);D:LEG(WC08301);NA;-0.64;4.93;6.27;6.59;8;18.12;22.43;19.06;15.32;NA
LEG IMMOBILIEN - Environment Pillar Score;D:LEG(ENSCORE);NA;NA;NA;NA;4.31;12.05;20.2;28.3;27.83;29.39;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
LEG IMMOBILIEN - Governance Pillar Score;D:LEG(CGSCORE);NA;NA;NA;NA;25.25;58.21;59.11;77.87;80.59;78.77;NA
LEG IMMOBILIEN - Social Pillar Score;D:LEG(SOSCORE);NA;NA;NA;NA;44.01;55.71;54.32;62.04;62.18;61.8;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
MEDIASET - DIVIDEND YIELD;I:MS(DY);4.79;16.59;8.58;0;0;0.49;0.86;0.68;0.8;0;0
MEDIASET;I:MS(P);4.59;2.11;1.166;3.402;2.946;4.058;2.328;2.938;2.493;2.679;1.925
MEDIASET - HISTORICAL VOLATILITY 5 YEARS;400E(I:MS);0.2825;0.3117;0.3927;0.4638;0.4859;0.4911;0.4893;0.4729;0.3914;0.3469;0.4253
MEDIASET - RETURN ON EQUITY - TOTAL (%);I:MS(WC08301);14.23;8.83;-12.48;0.42;1.07;0.17;-13.89;4.68;21.78;7.78;NA
MEDIASET - Environment Pillar Score;I:MS(ENSCORE);11.93;10.24;7.25;7.92;8.82;7.55;5.84;6.15;20.84;29;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
MEDIASET - Governance Pillar Score;I:MS(CGSCORE);37.62;49.06;56.81;46.29;55.06;60.8;63.6;65.1;67.8;65.63;NA
MEDIASET - Social Pillar Score;I:MS(SOSCORE);51.46;46.77;56.13;58.85;62.22;59.91;63;62.08;62.45;62.91;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
MEDIOBANCA BC.FIN - DIVIDEND YIELD;I:MB(DY);2.35;3.09;1.18;0;2.23;2.73;3.88;3.74;6.04;4.42;0
MEDIOBANCA BC.FIN;I:MB(P);7.245;5.5;4.234;6.13;6.72;9.145;6.96;9.885;7.78;10.645;7.33
MEDIOBANCA BC.FIN - HISTORICAL VOLATILITY 5 YEARS;400E(I:MB);0.3283;0.3414;0.408;0.4474;0.4063;0.3985;0.4086;0.3457;0.299;0.2757;0.4566
MEDIOBANCA BC.FIN - RETURN ON EQUITY - TOTAL (%);I:MB(WC08301);6.45;5.4;1.21;-2.7;6.28;7.11;6.87;8.36;9.21;8.46;6.17
MEDIOBANCA BC.FIN - Environment Pillar Score;I:MB(ENSCORE);0;0;8.37;3.94;19.98;23.8;11.69;23.58;35.26;NA;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
MEDIOBANCA BC.FIN - Governance Pillar Score;I:MB(CGSCORE);46.74;56.6;48.58;40.94;52.1;63.05;60.76;58.2;79.84;NA;NA
MEDIOBANCA BC.FIN - Social Pillar Score;I:MB(SOSCORE);21.69;20.4;18.13;14.69;31.48;35.43;34.52;43.17;57.67;NA;NA
MEDIOBANCA BC.FIN - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;I:MB(ENERDP0961);NA;NA;0.47;NA;0.44;0.49;NA;0.8;1;NA;NA
METRO - DIVIDEND YIELD;D:B4B(DY);NA;NA;NA;NA;NA;NA;NA;0;4.88;4.76;8.26
METRO;D:B4B(P);NA;NA;NA;NA;NA;NA;NA;16.22;14.35;14.71;8.472
METRO - HISTORICAL VOLATILITY 5 YEARS;400E(D:B4B);NA;NA;NA;NA;NA;NA;NA;0.1609;0.3563;0.3428;0.4093
METRO - RETURN ON EQUITY - TOTAL (%);D:B4B(WC08301);NA;NA;NA;NA;4.51;14.89;18.38;10.75;11.01;-4.39;NA
METRO - Environment Pillar Score;D:B4B(ENSCORE);NA;NA;NA;NA;NA;NA;NA;40.01;34.37;37.75;NA
METRO - RESEARCH & DEVELOPMENT/SALES;D:B4B(WC08341);NA;NA;NA;NA;0.07;0.07;0.06;0.06;0.08;0.1;NA
METRO - Governance Pillar Score;D:B4B(CGSCORE);NA;NA;NA;NA;NA;NA;NA;74.45;71.64;68.45;NA
METRO - Social Pillar Score;D:B4B(SOSCORE);NA;NA;NA;NA;NA;NA;NA;57.4;54.98;56.51;NA
METRO - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:B4B(ENERDP0961);NA;NA;NA;NA;NA;NA;NA;89.39;116.21;91.97;NA
METSO OUTOTEC - DIVIDEND YIELD;M:OTE1(DY);1.94;2.24;2.45;4.01;4.14;3.05;0;0;0;0;1.48
METSO OUTOTEC;M:OTE1(P);9.0425;8.3725;8.6575;7.48;4.834;3.284;4.466;6.695;3.691;5.802;6.775
METSO OUTOTEC - HISTORICAL VOLATILITY 5 YEARS;400E(M:OTE1);0.5458;0.5182;0.4832;0.382;0.3879;0.387;0.4222;0.4165;0.4234;0.47;0.527
METSO OUTOTEC - RETURN ON EQUITY - TOTAL (%);M:OTE1(WC08301);7.95;21;29.07;19.41;0.04;-4.01;-20.47;-2.09;-28.12;8.21;NA
METSO OUTOTEC - Environment Pillar Score;M:OTE1(ENSCORE);65.27;65.11;70.11;74.19;77.75;79.22;82.58;82.22;82.38;82.54;NA
METSO OUTOTEC - RESEARCH & DEVELOPMENT/SALES;M:OTE1(WC08341);2.31;2.06;1.63;2.09;1.9;3.96;3.71;3.59;3.42;3.63;NA
METSO OUTOTEC - Governance Pillar Score;M:OTE1(CGSCORE);31.05;32.58;38.57;55.18;58.04;45.58;28.67;39.88;54.1;44.8;NA
METSO OUTOTEC - Social Pillar Score;M:OTE1(SOSCORE);70.62;68.37;77.59;92.94;85.74;75.76;73.6;71.36;75.15;78.21;NA
METSO OUTOTEC - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;M:OTE1(ENERDP0961);8.52;8.29;501.94;12.27;13.12;16.68;13.44;405.03;387.53;432.52;NA
MORPHOSYS - DIVIDEND YIELD;D:MOR(DY);0;0;0;0;0;0;0;0;0;0;0
MORPHOSYS;D:MOR(P);15.61;17.03;25.2;55.301;77.299;55.43;44.599;79.445;100.1;95.3;88.54
MORPHOSYS - HISTORICAL VOLATILITY 5 YEARS;400E(D:MOR);0.3713;0.3565;0.3302;0.3074;0.3218;0.3387;0.3686;0.3652;0.3653;0.3479;0.4349
MORPHOSYS - RETURN ON EQUITY - TOTAL (%);D:MOR(WC08301);5.11;4.29;0.97;4.81;-0.86;4.19;-15.52;-18.04;-13.26;-23.33;NA
MORPHOSYS - Environment Pillar Score;D:MOR(ENSCORE);NA;NA;NA;NA;0;0;0;0;0;0;NA
MORPHOSYS - RESEARCH & DEVELOPMENT/SALES;D:MOR(WC08341);48.77;51.13;72.56;54.66;75.15;67.62;165.23;154.68;109.87;144.74;NA
MORPHOSYS - Governance Pillar Score;D:MOR(CGSCORE);NA;NA;NA;NA;80.57;79.82;81.1;68.18;71.91;79.17;NA
MORPHOSYS - Social Pillar Score;D:MOR(SOSCORE);NA;NA;NA;NA;42.72;41.36;39.65;37.9;38.87;53.65;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
MUENCHENER RUCK. (XET) - DIVIDEND YIELD;D:MUV2X(DY);5.13;6.95;5;4.52;4.67;4.29;4.75;4.52;4.48;3.61;4.11
MUENCHENER RUCK. (XET);D:MUV2X(P);112.1;89.97;124.9;155;155.2;180.7;173.65;190.2;191.8;256.4;238.6
MUENCHENER RUCK. (XET) - HISTORICAL VOLATILITY 5 YEARS;400E(D:MUV2X);0.2331;0.253;0.2484;0.22;0.215;0.2265;0.2015;0.1856;0.1743;0.1638;0.3287
MUENCHENER RUCK. (XET) - RETURN ON EQUITY - TOTAL (%);D:MUV2X(WC08301);12.34;3.56;15.7;13.3;13.54;11;9.63;1.49;9.86;11.41;NA
MUENCHENER RUCK. (XET) - Environment Pillar Score;D:MUV2X(ENSCORE);83.54;73.11;82.18;78.15;91.11;87.91;85.92;93.12;94.86;96.11;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
MUENCHENER RUCK. (XET) - Governance Pillar Score;D:MUV2X(CGSCORE);77.58;72.66;65.2;63.77;63.04;59.99;57.14;79.26;88.01;84.74;NA
MUENCHENER RUCK. (XET) - Social Pillar Score;D:MUV2X(SOSCORE);75.61;81.37;79.72;73.41;80;81.08;81.16;83.75;77.73;82.67;NA
MUENCHENER RUCK. (XET) - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:MUV2X(ENERDP0961);0.38;0.44;0.36;0.36;0.4;0.47;0.42;0.35;0.4;0.38;NA
NELES - DIVIDEND YIELD;M:MEO(DY);1.87;5.48;6.44;6.25;3.94;6.5;4.07;3.5;3.95;1.75;14.5
NELES;M:MEO(P);8.107;6.1344;5.7204;6.4206;7.0027;6.1584;7.1131;8.2691;7.3366;9.4776;10.14
NELES - HISTORICAL VOLATILITY 5 YEARS;400E(M:MEO);0.4409;0.4546;0.4618;0.3607;0.3379;0.3327;0.3048;0.2734;0.2684;0.28;0.395
NELES - RETURN ON EQUITY - TOTAL (%);M:MEO(WC08301);13.41;17.1;17.26;18.46;15.71;33.27;9.07;7.35;16.73;20.42;NA
NELES - Environment Pillar Score;M:MEO(ENSCORE);82.09;77.91;56.89;57.79;72.21;83.42;62.66;62.72;69.57;53.05;NA
NELES - RESEARCH & DEVELOPMENT/SALES;M:MEO(WC08341);1.84;1.7;1.56;1.63;1.64;1.38;1.31;0.96;1.2;2.58;NA
NELES - Governance Pillar Score;M:MEO(CGSCORE);92.24;90.43;90.23;84.38;74.34;79.17;90.72;87.02;89.32;67.07;NA
NELES - Social Pillar Score;M:MEO(SOSCORE);74.46;64.06;64.89;69.53;86.48;87.27;83.24;84.94;82.61;78.73;NA
NELES - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;M:MEO(ENERDP0961);NA;2.5;534.62;3.21;145.62;197.24;227.03;250.23;1377.5;1397.91;NA
NEMETSCHEK - DIVIDEND YIELD;D:NEM(DY);1.78;4;3.49;2.23;1.65;0.99;0.94;0.85;0.68;0.51;0.44
NEMETSCHEK;D:NEM(P);2.337;2.084;2.745;4.293;6.568;13.492;17.816;25.634;37.033;52.65;63.4
NEMETSCHEK - HISTORICAL VOLATILITY 5 YEARS;400E(D:NEM);0.5114;0.5058;0.4989;0.3915;0.3024;0.3467;0.3356;0.3317;0.3428;0.3616;0.4119
NEMETSCHEK - RETURN ON EQUITY - TOTAL (%);D:NEM(WC08301);22.26;21.4;17.72;21.63;25.03;23.95;25.77;35.15;32.2;42.53;NA
NEMETSCHEK - Environment Pillar Score;D:NEM(ENSCORE);NA;NA;NA;NA;NA;NA;NA;23.98;23.91;35.76;NA
NEMETSCHEK - RESEARCH & DEVELOPMENT/SALES;D:NEM(WC08341);NA;25.12;24.67;24.6;25.32;23.8;23.95;23.26;23.94;23.93;NA
NEMETSCHEK - Governance Pillar Score;D:NEM(CGSCORE);NA;NA;NA;NA;NA;NA;NA;15.22;38.37;46.24;NA
NEMETSCHEK - Social Pillar Score;D:NEM(SOSCORE);NA;NA;NA;NA;NA;NA;NA;22.73;23.2;22.97;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
NEXANS - DIVIDEND YIELD;F:NXS(DY);1.95;2.62;3.42;1.55;0;0;0;0.95;2.82;0.83;0
NEXANS;F:NXS(P);45.7716;37.4572;28.6742;32.155;25.51;34.5;49.36;52.75;24.8;36.06;50.4
NEXANS - HISTORICAL VOLATILITY 5 YEARS;400E(F:NXS);0.4628;0.4448;0.4716;0.4264;0.4185;0.4169;0.4145;0.3396;0.3159;0.2997;0.4352
NEXANS - RETURN ON EQUITY - TOTAL (%);F:NXS(WC08301);4.06;-8.79;1.5;-19.93;-11.48;-15.22;4.72;8.82;1.02;-9.63;NA
NEXANS - Environment Pillar Score;F:NXS(ENSCORE);44.72;76.52;73.2;71.31;66.6;71.97;75.31;78.23;83.25;92.41;NA
NEXANS SA - RESEARCH & DEVELOPMENT/SALES;F:NXS(WC08341);1.15;1.08;1.04;1.13;1.17;1.31;1.39;1.55;1.62;1.4;NA
NEXANS SA - Governance Pillar Score;F:NXS(CGSCORE);20.11;41.17;41.68;41.25;62.77;79.14;48.63;87.13;86.5;74.19;NA
NEXANS SA - Social Pillar Score;F:NXS(SOSCORE);42.78;47.65;51.11;46.24;50.44;53.87;55.69;58.08;85.6;85.76;NA
NEXANS SA - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:NXS(ENERDP0961);NA;NA;NA;NA;NA;5.5;5.59;26358.02;30641.91;31801.5;NA
NORDEX - DIVIDEND YIELD;D:NDX1(DY);0;0;0;0;0;0;0;0;0;0;0
NORDEX;D:NDX1(P);5.054;3.957;2.93;11.4;14.549;30.128;18.59;7.4;7.404;12.93;17.58
NORDEX - HISTORICAL VOLATILITY 5 YEARS;400E(D:NDX1);0.7174;0.6193;0.5389;0.5191;0.5173;0.4757;0.4768;0.5118;0.4688;0.4821;0.5847
NORDEX - RETURN ON EQUITY - TOTAL (%);D:NDX1(WC08301);5.85;-13.05;-28.74;3.17;10.21;12.28;13.66;0.04;-10.38;-10.06;NA
NORDEX - Environment Pillar Score;D:NDX1(ENSCORE);NA;NA;NA;NA;NA;NA;NA;NA;57.63;57.69;NA
NORDEX - RESEARCH & DEVELOPMENT/SALES;D:NDX1(WC08341);1.15;2.15;NA;NA;NA;NA;NA;NA;NA;NA;NA
NORDEX - Governance Pillar Score;D:NDX1(CGSCORE);NA;NA;NA;NA;NA;NA;NA;NA;35.45;37.96;NA
NORDEX - Social Pillar Score;D:NDX1(SOSCORE);NA;NA;NA;NA;NA;NA;NA;NA;52.62;52.16;NA
NORDEX - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:NDX1(ENERDP0961);NA;NA;NA;NA;NA;NA;NA;NA;1.58;1.56;NA
